INCHIKEY,name,orig_target_ann,target_count,targets,DTXSID
FKENQMMABCRJMK-UHFFFAOYSA-N,Sulbactam sodium,Anti-infection,,,
MBUVEWMHONZEQD-UHFFFAOYSA-N,Azelastine HCl,Histamine Receptor,1,HRH1,DTXSID6022638
ATEFPOUAMCWAQS-UHFFFAOYSA-N,Daphnetin,"PKA,EGFR,PKC",,,
AGOYDEPGAOXOCK-UHFFFAOYSA-N,Clarithromycin,P450 (e.g. CYP17),,,
FLDPBMANMDLQTH-UHFFFAOYSA-N,Rosiglitazone,PPAR,3,"PPARG, PPARD, PPARA",DTXSID7037131
DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Terbinafine HCl,Anti-infection,1,SQLE,DTXSID2023640
SLEIAHSDXRGERW-UHFFFAOYSA-N,Cortisone acetate,Glucocorticoid Receptor,1,NR3C1,DTXSID0022858
XSDQTOBWRPYKKA-UHFFFAOYSA-N,Amiloride HCl dihydrate,Sodium Channel,,,
GKIRPKYJQBWNGO-UHFFFAOYSA-N,Clomifene citrate,Estrogen/progestogen Receptor,1,ESR1,DTXSID1022843
RPTUSVTUFVMDQK-UHFFFAOYSA-N,Hydralazine HCl,Potassium Channel,1,AOC3,DTXSID4023129
UWYHMGVUTGAWSP-UHFFFAOYSA-N,Oxacillin sodium monohydrate,Anti-infection,,,
LQOLIRLGBULYKD-UHFFFAOYSA-N,Cloxacillin Sodium,Anti-infection,,,
LSQZJLSUYDQPKJ-UHFFFAOYSA-N,Amoxicillin Sodium,Anti-infection,,,
JWZZKOKVBUJMES-UHFFFAOYSA-N,Isoprenaline HCl,Adrenergic Receptor,3,"ADRB1, ADRB3, ADRB2",DTXSID4023175
WYYCRMBIYYRAEW-UHFFFAOYSA-N,Medroxyprogesterone acetate,Estrogen/progestogen Receptor,2,"NR3C1, PGR",DTXSID0025527
SONNWYBIRXJNDC-UHFFFAOYSA-N,Phenylephrine HCl,Adrenergic Receptor,1,ADRA1A,DTXSID9023465
DKHHQUXEXCKMMT-UHFFFAOYSA-N,Prednisolone Acetate,Glucocorticoid Receptor,,,
UCSJYZPVAKXKNQ-UHFFFAOYSA-N,Streptomycin sulfate,Anti-infection,,,
GKCBAIGFKIBETG-UHFFFAOYSA-N,Tetracaine HCl,Calcium Channel,,,
MUHBBHLZPHKTTR-UHFFFAOYSA-N,Tetracycline HCl,Anti-infection,,,
HUCJFAOMUPXHDK-UHFFFAOYSA-N,Xylometazoline HCl,Adrenergic Receptor,,,
CPJSUEIXXCENMM-UHFFFAOYSA-N,Phenacetin,COX,,,
HBOMLICNUCNMMY-UHFFFAOYSA-N,Zidovudine,Reverse Transcriptase,,,
JSDRRTOADPPCHY-UHFFFAOYSA-N,Quinapril HCl,RAAS,,,
PHLBKPHSAVXXEF-UHFFFAOYSA-N,Trazodone HCl,5-HT Receptor,1,HTR2A,DTXSID5045043
OTVAEFIXJLOWRX-UHFFFAOYSA-N,Thiamphenicol,Anti-infection,,,
VTWNBHBLWRWSOB-UHFFFAOYSA-N,Clobetasol propionate,Glucocorticoid Receptor,,,
ZDIGNSYAACHWNL-UHFFFAOYSA-N,Brompheniramine hydrogen maleate,Histamine Receptor,1,HRH1,DTXSID5022691
LDCRTTXIJACKKU-UHFFFAOYSA-N,Dimethyl Fumarate,Others,,,
IYYGBZJXHJSLEV-UHFFFAOYSA-N,Pioglitazone,PPAR,3,"PPARG, PPARD, PPARA",DTXSID3037129
GYHCTFXIZSNGJT-UHFFFAOYSA-N,Tolvaptan,Vasopressin Receptor,,,
ZULJGOSFKWFVRX-UHFFFAOYSA-N,Pramiracetam,Others,,,
VSZGPKBBMSAYNT-UHFFFAOYSA-N,Oseltamivir Phosphate,Anti-infection,,,
XUIIKFGFIJCVMT-UHFFFAOYSA-N,L-Thyroxine,Others,,,
BOVGTQGAOIONJV-UHFFFAOYSA-N,Gliclazide,Potassium Channel,1,ABCC8,DTXSID9023095
SLYPOVJCSQHITR-UHFFFAOYSA-N,Tioxolone,Carbonic Anhydrase,,,
FMGSKLZLMKYGDP-UHFFFAOYSA-N,Dehydroepiandrosterone (DHEA),"Androgen Receptor,Estrogen/progestogen Receptor",,,
DAIXANOXBPTONE-UHFFFAOYSA-N,Idebenone,ROS,,,
BHZCGCMWEVHUBA-UHFFFAOYSA-N,Mifepristone,Estrogen/progestogen Receptor,6,"NR3C1, ESR1, NR3C2, ESR2, PGR, AR",DTXSID5023322
OWYLAEYXIQKAOL-UHFFFAOYSA-N,Buflomedil HCl,Adrenergic Receptor,,,
KSHUWMONZRTTEG-UHFFFAOYSA-N,Fluocinonide,Glucocorticoid Receptor,,,
WDRYRZXSPDWGEB-UHFFFAOYSA-N,Lonidamine,Others,,,
SFLSHLFXELFNJZ-UHFFFAOYSA-N,Noradrenaline bitartrate monohydrate,Adrenergic Receptor,9,"ADRB2, ADRA1D, ADRA2B, ADRA2C, ADRA2A, ADRA1B, ADRB1, ADRA1A, ADRB3",DTXSID5023378
RCLQNICOARASSR-UHFFFAOYSA-N,TAK-733,MEK,,,
TZYWCYJVHRLUCT-UHFFFAOYSA-N,MG-132,Proteasome,,,
JFHROPTYMMSOLG-UHFFFAOYSA-N,GSK256066,PDE,,,
WJRRGYBTGDJBFX-UHFFFAOYSA-N,AZD5438,CDK,,,
RFUBTTPMWSKEIW-UHFFFAOYSA-N,Omecamtiv mecarbil (CK-1827452),ATPase,,,
JROFGZPOBKIAEW-UHFFFAOYSA-N,OSI-027,mTOR,,,
BCPNSUHDMLFQPA-UHFFFAOYSA-N,Fostamatinib (R788),Syk,,,
SYYBDNPGDKKJDU-UHFFFAOYSA-N,Rabusertib (LY2603618),Chk,,,
DWZAEMINVBZMHQ-UHFFFAOYSA-N,"Gedatolisib (PF-05212384, PKI-587)","mTOR,PI3K",,,
CEIIEALEIHQDBX-UHFFFAOYSA-N,PNU-120596,AChR,,,
NAXSRXHZFIBFMI-UHFFFAOYSA-N,GW3965 HCl,Liver X Receptor,,,
ROFVXGGUISEHAM-UHFFFAOYSA-N,URB597,FAAH,2,"LOC100911581, FAAH",DTXSID70203046
OKGPFTLYBPQBIX-UHFFFAOYSA-N,BMS-378806,gp120/CD4,,,
PZUJQWHTIRWCID-UHFFFAOYSA-N,NPS-2143,CaSR,1,CASR,DTXSID10426075
IMFPENOEXPBPQM-UHFFFAOYSA-N,Rebastinib (DCC-2036),Bcr-Abl,,,
RZIDZIGAXXNODG-UHFFFAOYSA-N,CCT128930,Akt,,,
BZCALJIHZVNMGJ-UHFFFAOYSA-N,Fasiglifam?(TAK-875),GPR,,,
ZFVRYNYOPQZKDG-UHFFFAOYSA-N,SNX-2112 (PF-04928473),HSP (e.g. HSP90),,,
AVDSOVJPJZVBTC-UHFFFAOYSA-N,PF-04929113 (SNX-5422),HSP (e.g. HSP90),,,
CGBJSGAELGCMKE-UHFFFAOYSA-N,"Omipalisib (GSK2126458, GSK458)","mTOR,PI3K",,,
DUXZAXCGJSBGDW-UHFFFAOYSA-N,"5-hydroxymethyl Tolterodine (PNU 200577, 5-HMT, 5-HM)",AChR,,,
XCGJIFAKUZNNOR-UHFFFAOYSA-N,MK-0752,"Beta Amyloid,Gamma-secretase",,,
QLHHRYZMBGPBJG-UHFFFAOYSA-N,WYE-125132 (WYE-132),mTOR,,,
KPSRODZRAIWAKH-UHFFFAOYSA-N,Ciprofibrate,PPAR,1,PPARA,DTXSID8020331
RHWKPHLQXYSBKR-UHFFFAOYSA-N,Dolutegravir (GSK1349572),Integrase,,,
SACKFBGRWYSCQK-UHFFFAOYSA-N,PF-00562271 Besylate,FAK,,,
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,Trametinib (GSK1120212),MEK,,,
BIIVYFLTOXDAOV-UHFFFAOYSA-N,Flavopiridol HCl,CDK,,,
XYFPWWZEPKGCCK-UHFFFAOYSA-N,Ibrutinib (PCI-32765),BTK,,,
VFUXSYAXEKYYMB-UHFFFAOYSA-N,KW-2478,HSP (e.g. HSP90),,,
AZEXWHKOMMASPA-UHFFFAOYSA-N,Mardepodect (PF-2545920),PDE,,,
JRNJNYBQQYBCLE-UHFFFAOYSA-N,R547,CDK,,,
VXQCCZHCFBHTTD-UHFFFAOYSA-N,ADX-47273,GluR,,,
AYYCFGDXLUPJAQ-UHFFFAOYSA-N,BMY 7378 Dihydrochloride,"5-HT Receptor,Adrenergic Receptor",,,
JVDOKQYTTYUYDV-UHFFFAOYSA-N,TG101209,"c-RET,FLT3,JAK",,,
FECGNJPYVFEKOD-UHFFFAOYSA-N,Resminostat,HDAC,,,
INASOKQDNHHMRE-UHFFFAOYSA-N,Turofexorate Isopropyl (XL335),FXR,,,
YZZVIKDAOTXDEB-UHFFFAOYSA-N,Nepicastat (SYN-117) HCl,Hydroxylase,,,
DOJCJLXTCSYOGG-UHFFFAOYSA-N,"Apitolisib (GDC-0980, RG7422)","mTOR,PI3K",1,MTOR,DTXSID50145738
ZZZQXCUPAJFVBN-UHFFFAOYSA-N,RS-127445,5-HT Receptor,,,
JEGHXKRHKHPBJD-UHFFFAOYSA-N,CH5132799,PI3K,,,
HUNGUWOZPQBXGX-UHFFFAOYSA-N,KX2-391,Src,,,
HZTYDQRUAWIZRE-UHFFFAOYSA-N,GSK1838705A,"ALK,IGF-1R",,,
HGMSUJCQIUFZBJ-UHFFFAOYSA-N,Geldanamycin,"HSP (e.g. HSP90),Autophagy",,,
HINJNZFCMLSBCI-UHFFFAOYSA-N,CP-91149,Phosphorylase,,,
WKDACQVEJIVHMZ-UHFFFAOYSA-N,TAK-901,Aurora Kinase,,,
IVUGFMLRJOCGAS-UHFFFAOYSA-N,AMG-900,Aurora Kinase,,,
KJWGEXJCWCYEMI-UHFFFAOYSA-N,Nilvadipine,Calcium Channel,,,
VTGBZWHPJFMTKS-UHFFFAOYSA-N,JTC-801,Opioid Receptor,,,
KCAJXIDMCNPGHZ-UHFFFAOYSA-N,PH-797804,p38 MAPK,,,
LVXJQMNHJWSHET-UHFFFAOYSA-N,"Dacomitinib (PF299804, PF299)",EGFR,1,EGFR,DTXSID50149493
GFNNBHLJANVSQV-UHFFFAOYSA-N,AG-1478 (Tyrphostin AG-1478),EGFR,,,
DYNHJHQFHQTFTP-UHFFFAOYSA-N,Crenolanib (CP-868596),PDGFR,,,
KUFDZBFFAKTDQE-UHFFFAOYSA-N,MK-8776 (SCH 900776),"CDK,Chk",,,
JOOXLOJCABQBSG-UHFFFAOYSA-N,"Fedratinib (SAR302503, TG101348)",JAK,1,JAK2,DTXSID90239483
YQNRVGJCPCNMKT-UHFFFAOYSA-N,PAC-1,Caspase,,,
QTBWCSQGBMPECM-UHFFFAOYSA-N,GSK1070916,Aurora Kinase,,,
PCHKPVIQAHNQLW-UHFFFAOYSA-N,Niraparib (MK-4827),PARP,1,PARP1,DTXSID50146129
XDLYKKIQACFMJG-UHFFFAOYSA-N,PF-04691502,"Akt,mTOR,PI3K",,,
GLBZSOQDAOLMGC-UHFFFAOYSA-N,AMG-458,c-Met,,,
MZZLGJHLQGUVPN-UHFFFAOYSA-N,Anacetrapib (MK-0859),"CETP,LDL",,,
RXZMYLDMFYNEIM-UHFFFAOYSA-N,Milciclib (PHA-848125),CDK,,,
SPBRERBTQCKOBN-UHFFFAOYSA-N,Tivantinib (ARQ 197),c-Met,,,
LSXUTRRVVSPWDZ-UHFFFAOYSA-N,AT406 (SM-406),"E3 Ligase ,IAP",,,
UWXSAYUXVSFDBQ-UHFFFAOYSA-N,Varlitinib,EGFR,,,
UGJWRPJDTDGERK-UHFFFAOYSA-N,Evofosfamide (TH-302),Others,,,
JOWXJLIFIIOYMS-UHFFFAOYSA-N,CUDC-907,"HDAC,PI3K",,,
XTNGUQKDFGDXSJ-UHFFFAOYSA-N,Canagliflozin,SGLT,,,
KDGFLJKFZUIJMX-UHFFFAOYSA-N,Alectinib (CH5424802),ALK,,,
JSRREMIKIHJGAA-UHFFFAOYSA-N,MK-2048,Integrase,,,
MWOYBUQZKNAXAU-UHFFFAOYSA-N,Dinaciclib (SCH727965),CDK,,,
LCVIRAZGMYMNNT-UHFFFAOYSA-N,MK-5108 (VX-689),Aurora Kinase,,,
YZQLWPMZQVHJED-UHFFFAOYSA-N,"Dalcetrapib (JTT-705, RO4607381)",CETP,,,
JYILLRHXRVTRSH-UHFFFAOYSA-N,SB705498,TRPV,,,
AHHRTKFNTWZUAH-UHFFFAOYSA-N,MK-2461,"c-Met,FGFR,PDGFR",,,
ZYRLHJIMTROTBO-UHFFFAOYSA-N,CPI-613,Dehydrogenase,,,
TWQYWUXBZHPIIV-UHFFFAOYSA-N,GW842166X,Cannabinoid Receptor,1,CNR2,DTXSID60216786
KZENBFUSKMWCJF-UHFFFAOYSA-N,RITA (NSC 652287),"E3 Ligase ,p53",,,
JUSFANSTBFGBAF-UHFFFAOYSA-N,Vistusertib (AZD2014),mTOR,,,
ZYQXEVJIFYIBHZ-UHFFFAOYSA-N,TAK-285,"EGFR,HER2",2,"ERBB2, EGFR",DTXSID10236136
VHKBTPQDHDSBSP-UHFFFAOYSA-N,A-803467,Sodium Channel,1,SCN10A,DTXSID90241480
GKWPCEFFIHSJOE-UHFFFAOYSA-N,Laquinimod,Immunology & Inflammation related,,,
LIOLIMKSCNQPLV-UHFFFAOYSA-N,Capmatinib (INCB28060),c-Met,,,
UJLAWZDWDVHWOW-UHFFFAOYSA-N,"Tofacitinib (CP-690550,Tasocitinib)",JAK,4,"JAK2, TYK2, JAK3, JAK1",DTXSID90197271
IQVRBWUUXZMOPW-UHFFFAOYSA-N,Istradefylline,Adenosine Receptor,2,"ADORA2A, ADORA1",DTXSID7057652
CMSGWTNRGKRWGS-UHFFFAOYSA-N,Torcetrapib,CETP,,,
TTZHDVOVKQGIBA-UHFFFAOYSA-N,"Sofosbuvir (PSI-7977, GS-7977)",DNA/RNA Synthesis,,,
VFUAJMPDXIRPKO-UHFFFAOYSA-N,WP1066,JAK,,,
DHMTURDWPRKSOA-UHFFFAOYSA-N,Lonafarnib,Transferase,1,FNTA,DTXSID90172927
VRQMAABPASPXMW-UHFFFAOYSA-N,AZD4547,FGFR,,,
PAFKTGFSEFKSQG-UHFFFAOYSA-N,Galeterone,"Androgen Receptor,P450 (e.g. CYP17)",,,
BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib (GSK2118436),Raf,,,
GRZXWCHAXNAUHY-UHFFFAOYSA-N,Ipatasertib (GDC-0068),Akt,,,
NEWKHUASLBMWRE-UHFFFAOYSA-N,MPEP,GluR,1,GRM5,DTXSID9043982
GYLDXIAOMVERTK-UHFFFAOYSA-N,"Sapanisertib (INK 128, MLN0128)",mTOR,,,
ACQBHJXEAYTHCY-UHFFFAOYSA-N,Ciproxifan Maleate,Histamine Receptor,,,
STUWGJZDJHPWGZ-UHFFFAOYSA-N,Alpelisib (BYL719),PI3K,,,
VAZAPHZUAVEOMC-UHFFFAOYSA-N,Tacedinaline (CI994),HDAC,,,
UYJNQQDJUOUFQJ-UHFFFAOYSA-N,TAE226 (NVP-TAE226),FAK,,,
PMJIHLSCWIDGMD-UHFFFAOYSA-N,Tideglusib,GSK-3,,,
BHBOSTKQCZEAJM-UHFFFAOYSA-N,JNJ-1661010,FAAH,,,
KDLRVYVGXIQJDK-UHFFFAOYSA-N,Clindamycin,Others,,,
QGXBDMJGAMFCBF-UHFFFAOYSA-N,Epiandrosterone,Androgen Receptor,,,
HJBWBFZLDZWPHF-UHFFFAOYSA-N,Apalutamide?(ARN-509),Androgen Receptor,,,
JGIFSQPBZMIFQM-UHFFFAOYSA-N,Semaxanib (SU5416),VEGFR,,,
HWKROQUZSKPIKQ-UHFFFAOYSA-N,SB269970 HCl,5-HT Receptor,,,
XUZMWHLSFXCVMG-UHFFFAOYSA-N,"Baricitinib (LY3009104, INCB028050)",JAK,2,"JAK2, JAK1",DTXSID30152228
BLMPQMFVWMYDKT-UHFFFAOYSA-N,Carfilzomib (PR-171),Proteasome,,,
UQRCJCNVNUFYDX-UHFFFAOYSA-N,Golvatinib (E7050),"c-Met,VEGFR",,,
CHILCFMQWMQVAL-UHFFFAOYSA-N,IMD 0354,IκB/IKK,,,
CBIAKDAYHRWZCU-UHFFFAOYSA-N,WHI-P154,"EGFR,JAK",,,
ZSBOMTDTBDDKMP-UHFFFAOYSA-N,Alogliptin（SYK-322）benzoate,DPP-4,1,DPP4,DTXSID90234130
IHWOEGMUGLEFAS-UHFFFAOYSA-N,GW5074,Raf,,,
XASIMHXSUQUHLV-UHFFFAOYSA-N,Camostat Mesilate,Sodium Channel,,,
ZPMNHBXQOOVQJL-UHFFFAOYSA-N,Prucalopride,5-HT Receptor,,,
LBOJYSIDWZQNJS-UHFFFAOYSA-N,(+)-MK 801 maleate,NMDAR,,,
KCWZGJVSDFYRIX-UHFFFAOYSA-N,L-NAME HCl,NOS,,,
YGCFIWIQZPHFLU-UHFFFAOYSA-N,Acesulfame Potassium,Others,,,
SACKFBGRWYSCQK-UHFFFAOYSA-N,PF-562271,FAK,,,
JJZFWROHYSMCMU-UHFFFAOYSA-N,SB742457,5-HT Receptor,,,
ZCIGNRJZKPOIKD-UHFFFAOYSA-N,Cobicistat (GS-9350),P450 (e.g. CYP17),,,
HFNKQEVNSGCOJV-UHFFFAOYSA-N,S-Ruxolitinib (INCB018424),JAK,4,"JAK3, TYK2, JAK1, JAK2",DTXSID10240930
KHPKQFYUPIUARC-UHFFFAOYSA-N,Lumiracoxib,COX,1,PTGS2,DTXSID9049035
BPUJSTYCIQYLIZ-UHFFFAOYSA-N,PF-477736,Chk,,,
HUQJRYMLJBBEDO-UHFFFAOYSA-N,JNJ-7777120,Histamine Receptor,,,
ISWRGOKTTBVCFA-UHFFFAOYSA-N,Pirfenidone,TGF-beta/Smad,,,
UZFMOKQJFYMBGY-UHFFFAOYSA-N,Tempol,Immunology & Inflammation related,,,
ILAYIAGXTHKHNT-UHFFFAOYSA-N,Dapivirine (TMC120),Reverse Transcriptase,,,
HEQDZPHDVAOBLN-UHFFFAOYSA-N,HC-030031,Calcium Channel,,,
WRNXUQJJCIZICJ-UHFFFAOYSA-N,Mozavaptan,Vasopressin Receptor,,,
QQLKULDARVNMAL-UHFFFAOYSA-N,Icotinib,EGFR,,,
MQYBNEXSMRXQEL-UHFFFAOYSA-N,Evacetrapib (LY2484595),CETP,,,
JDSJDASOXWCHPN-UHFFFAOYSA-N,TDZD-8,GSK-3,,,
HEKAIDKUDLCBRU-UHFFFAOYSA-N,TAK-715,p38 MAPK,,,
OQVRCWUMFBNYKF-UHFFFAOYSA-N,Carbazochrome sodium sulfonate (AC-17),Others,,,
GBBJCSTXCAQSSJ-UHFFFAOYSA-N,Clevudine,DNA/RNA Synthesis,,,
KGFYHTZWPPHNLQ-UHFFFAOYSA-N,Rivaroxaban,Factor Xa,,,
XEYBRNLFEZDVAW-UHFFFAOYSA-N,Prostaglandin E2 (PGE2),Others,4,"PTGER4, PTGER1, PTGER2, PTGER3",DTXSID4022947
AHOUBRCZNHFOSL-UHFFFAOYSA-N,Paroxetine HCl,"AChR,5-HT Receptor",1,SLC6A4,DTXSID3023425
QAJJNWFGGAXZNK-UHFFFAOYSA-N,Zanamivir,Anti-infection,,,
MUXFZBHBYYYLTH-UHFFFAOYSA-N,Zaltoprofen,COX,,,
CUIHSIWYWATEQL-UHFFFAOYSA-N,Pazopanib,"c-Kit,PDGFR,VEGFR",1,KDR,DTXSID8048733
YIQPUIGJQJDJOS-UHFFFAOYSA-N,Plerixafor 8HCl (AMD3100 8HCl),CXCR,,,
LSQZJLSUYDQPKJ-UHFFFAOYSA-N,Amoxicillin,Anti-infection,,,
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,Aspirin,COX,2,"PTGS1, PTGS2",DTXSID5020108
JZFPYUNJRRFVQU-UHFFFAOYSA-N,Niflumic acid,"COX,GABA Receptor",,,
SCKYRAXSEDYPSA-UHFFFAOYSA-N,Ciclopirox ethanolamine,ATPase,,,
JZCPYUJPEARBJL-UHFFFAOYSA-N,Rimonabant,Cannabinoid Receptor,2,"CNR2, CNR1",DTXSID3046453
SUOGUKJEXYJHTD-UHFFFAOYSA-N,Cabazitaxel,Microtubule Associated,,,
MXJWRABVEGLYDG-UHFFFAOYSA-N,Bufexamac,COX,,,
PYZRQGJRPPTADH-UHFFFAOYSA-N,Lamotrigine,"Sodium Channel,5-HT Receptor",2,"SCN3A, SCN2A",DTXSID2023195
RDJGLLICXDHJDY-UHFFFAOYSA-N,Fenoprofen calcium hydrate,Immunology & Inflammation related,,,
BRZYSWJRSDMWLG-UHFFFAOYSA-N,Geneticin (G418 Sulfate),Anti-infection,,,
LTXREWYXXSTFRX-UHFFFAOYSA-N,Linagliptin,DPP-4,,,
MTHORRSSURHQPZ-UHFFFAOYSA-N,Bindarit,Immunology & Inflammation related,,,
SYOKIDBDQMKNDQ-UHFFFAOYSA-N,Vildagliptin (LAF-237),DPP-4,,,
FMKMZSSCGDCUTK-UHFFFAOYSA-N,Daunorubicin HCl,Topoisomerase,,,
TUZYXOIXSAXUGO-UHFFFAOYSA-N,Pravastatin sodium,HMG-CoA Reductase,1,HMGCR,DTXSID6023498
YWGDOWXRIALTES-UHFFFAOYSA-N,Bepotastine Besilate,Histamine Receptor,,,
XUNLYHPFTFVIKV-UHFFFAOYSA-N,Fosaprepitant dimeglumine salt,Others,,,
MRHFQRMJFYDYBV-UHFFFAOYSA-N,Rofecoxib,COX,2,"PTGS2, PTGS1",DTXSID2023567
KGSXMPPBFPAXLY-UHFFFAOYSA-N,Azilsartan,RAAS,,,
NQHNLNLJPDMBFN-UHFFFAOYSA-O,Otilonium Bromide,AChR,,,
FBOUYBDGKBSUES-UHFFFAOYSA-N,Solifenacin succinate,AChR,,,
CPZBLNMUGSZIPR-UHFFFAOYSA-N,Palonosetron HCl,5-HT Receptor,,,
GJPICJJJRGTNOD-UHFFFAOYSA-N,Bosentan Hydrate,Endothelin Receptor,2,"EDNRB, EDNRA",DTXSID7046627
WUZYKBABMWJHDL-UHFFFAOYSA-N,Rupatadine Fumarate,Histamine Receptor,,,
VWQKBXQRFVPFAL-UHFFFAOYSA-N,Azelnidipine,Calcium Channel,,,
ZPFXAOWNKLFJDN-UHFFFAOYSA-N,Alverine Citrate,OX Receptor,,,
QFFGVLORLPOAEC-UHFFFAOYSA-N,Besifloxacin HCl,Anti-infection,,,
PQLXHQMOHUQAKB-UHFFFAOYSA-N,Miltefosine,Akt,,,
QJFSABGVXDWMIW-UHFFFAOYSA-N,Azilsartan Medoxomil,RAAS,,,
QMLVECGLEOSESV-UHFFFAOYSA-N,Danofloxacin Mesylate,Anti-infection,,,
SPFYMRJSYKOXGV-UHFFFAOYSA-N,Enrofloxacin,Anti-infection,,,
CUHVIMMYOGQXCV-UHFFFAOYSA-N,Medetomidine HCl,Adrenergic Receptor,1,ADRA2A,DTXSID10873388
UCTWMZQNUQWSLP-UHFFFAOYSA-N,Epinephrine HCl,Adrenergic Receptor,5,"ADRB2, ADRB1, ADRB3, ADRA1A, ADRA2A",DTXSID5022986
DCOPUUMXTXDBNB-UHFFFAOYSA-N,Diclofenac Potassium,Immunology & Inflammation related,2,"PTGS2, PTGS1",DTXSID6022923
DCOPUUMXTXDBNB-UHFFFAOYSA-N,Diclofenac Diethylamine,COX,2,"PTGS2, PTGS1",DTXSID6022923
JBDGDEWWOUBZPM-UHFFFAOYSA-N,Ambroxol HCl,Sodium Channel,,,
WZGFRDSZMKBKLU-UHFFFAOYSA-N,Amikacin disulfate,Anti-infection,,,
GHXZTYHSJHQHIJ-UHFFFAOYSA-N,Chlorhexidine?2HCl,Anti-infection,,,
GMZVRMREEHBGGF-UHFFFAOYSA-N,Piracetam,GluR,,,
MWOOGOJBHIARFG-UHFFFAOYSA-N,Vanillin,Others,,,
KPYSYYIEGFHWSV-UHFFFAOYSA-N,(R)-baclofen,GABA Receptor,2,"GABBR1, GABBR2",DTXSID5022641
JYIKNQVWKBUSNH-UHFFFAOYSA-N,Caspofungin Acetate,Anti-infection,,,
JIVPVXMEBJLZRO-UHFFFAOYSA-N,Chlorthalidone,Others,,,
CUHVIMMYOGQXCV-UHFFFAOYSA-N,Dexmedetomidine,Adrenergic Receptor,1,ADRA2A,DTXSID10873388
JAUORDHNHDCTAS-UHFFFAOYSA-N,Atovaquone,Anti-infection,1,MT-CYB,DTXSID7022629
PYGWGZALEOIKDF-UHFFFAOYSA-N,Etravirine (TMC125),Reverse Transcriptase,,,
IGMLRLGLIXZKQZ-UHFFFAOYSA-N,Ulipristal,Estrogen/progestogen Receptor,,,
ZEMGGZBWXRYJHK-UHFFFAOYSA-N,2-Thiouracil,Others,,,
BTXYOFGSUFEOLA-UHFFFAOYSA-N,Creatinine,Others,,,
WSYVIAQNTFPTBI-UHFFFAOYSA-N,Moguisteine,Others,,,
JYJTVFIEFKZWCJ-UHFFFAOYSA-N,Nadifloxacin,Anti-infection,,,
LGLDHRVRBOXAPS-UHFFFAOYSA-N,Pidotimod,Immunology & Inflammation related,,,
LXNHXLLTXMVWPM-UHFFFAOYSA-N,Pyridoxine HCl,Vitamin,,,
LPYXWGMUVRGUOY-UHFFFAOYSA-N,Vitamin C,Vitamin,,,
JNMRHUJNCSQMMB-UHFFFAOYSA-N,Sulfathiazole,Anti-infection,,,
XIQVNETUBQGFHX-UHFFFAOYSA-N,Oxybutynin chloride,AChR,3,"CHRM2, CHRM1, CHRM3",DTXSID0023406
ODQWQRRAPPTVAG-UHFFFAOYSA-N,Doxepin HCl,Histamine Receptor,1,HRH1,DTXSID7022966
IPWKIXLWTCNBKN-UHFFFAOYSA-N,Ornidazole,Anti-infection,,,
PPDWQLSRZNCMRA-UHFFFAOYSA-N,Dexamethasone Acetate,"Autophagy,IL Receptor",,,
IEDVJHCEMCRBQM-UHFFFAOYSA-N,Trimethoprim,Anti-infection,2,"TYMS, DHFR",DTXSID3023712
YBJHBAHKTGYVGT-UHFFFAOYSA-N,Biotin (Vitamin B7),Vitamin,,,
QPPBRPIAZZHUNT-UHFFFAOYSA-N,Sulfamerazine,Anti-infection,,,
ASWVTGNCAZCNNR-UHFFFAOYSA-N,Sulfamethazine,Anti-infection,,,
YGSDEFSMJLZEOE-UHFFFAOYSA-N,Sodium salicylate,NF-κB,1,PTGS1,"DTXSID7026368, DTXSID6024622"
HWGBHCRJGXAGEU-UHFFFAOYSA-N,Methylthiouracil,Others,,,
VKYKSIONXSXAKP-UHFFFAOYSA-N,Methenamine,Anti-infection,,,
GJJFMKBJSRMPLA-UHFFFAOYSA-N,Milnacipran HCl,5-HT Receptor,,,
HXGBXQDTNZMWGS-UHFFFAOYSA-N,Darifenacin HBr,AChR,,,
UFLGIAIHIAPJJC-UHFFFAOYSA-N,Tripelennamine HCl,Histamine Receptor,1,HRH1,DTXSID8023717
JRURYQJSLYLRLN-UHFFFAOYSA-N,Entacapone,Histone Methyltransferase,1,COMT,DTXSID5046439
QQJMCUYGZZJIAF-UHFFFAOYSA-N,Ibandronate sodium,Others,,,
RSEPBGGWRJCQGY-UHFFFAOYSA-N,Estradiol valerate,Estrogen/progestogen Receptor,,,
QTGIAADRBBLJGA-UHFFFAOYSA-N,Articaine HCl,Others,,,
ABJKWBDEJIDSJZ-UHFFFAOYSA-N,Butenafine HCl,Anti-infection,,,
INWLQCZOYSRPNW-UHFFFAOYSA-N,Mepivacaine HCl,Sodium Channel,,,
ONKUMRGIYFNPJW-UHFFFAOYSA-N,Ethynodiol diacetate,Estrogen/progestogen Receptor,,,
JLGKQTAYUIMGRK-UHFFFAOYSA-N,Sertaconazole nitrate,Anti-infection,,,
WBPYTXDJUQJLPQ-UHFFFAOYSA-N,Tylosin tartrate,Anti-infection,,,
