CAS Number,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
42971-09-05,Searched by Synonym: Found 0 results,N/A,N/A,N/A
231277-92-2,CASRN,DTXSID7046675,Lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(NC3=CC=C(OCC4=CC(F)=CC=C4)C(Cl)=C3)N=CN=C2C=C1
96946-42-8,CASRN,DTXSID10895045,Cisatracurium besylate,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=C(OC)C=C(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C=C2)C=C1
141625-93-6,CASRN,DTXSID30161779,Dronedarone hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2
168626-94-6,CASRN,DTXSID70168585,Conivaptan hydrochloride,Cl.CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1
122647-32-9,CASRN,DTXSID8048652,Ibutilide fumarate,OC(=O)\C=C\C(O)=O.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
23288-49-5,CASRN,DTXSID2045440,Probucol,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
131707-23-8,CASRN,DTXSID00927324,Ethyl 6-bromo-4-[(dimethylamino)methyl]-5-hydroxy-1-methyl-2-[(phenylsulfanyl)methyl]-1H-indole-3-carboxylate--hydrogen chloride--water (1/1/1),O.Cl.CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12
50-99-7,CASRN,DTXSID7022910,D-Glucose,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O
25990-60-7,CASRN,DTXSID101333192,dl-Xylose,OC[C@@H](O)[C@H](O)[C@@H](O)C=O
72-33-3,CASRN,DTXSID0020814,Mestranol,COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2
57149-07-02,Searched by Synonym: Found 0 results,N/A,N/A,N/A
85416-73-5,CASRN,DTXSID30234634,(S)-Rolipram,COC1=C(OC2CCCC2)C=C(C=C1)[C@H]1CNC(=O)C1
198480-56-7,CASRN,DTXSID80433034,Bazedoxifene HCl,Cl.CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1
13189-98-5,CASRN,DTXSID4046440,Fudosteine,N[C@@H](CSCCCO)C(O)=O
5908-99-6,CASRN,DTXSID3040724,Atropine sulfate monohydrate,O.OS(O)(=O)=O.[H][C@@]12CC[C@]([H])(CC([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C.[H][C@@]12CC[C@]([H])(CC([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C
162401-32-3,CASRN,DTXSID8044123,Roflumilast,FC(F)OC1=CC=C(C=C1OCC1CC1)C(=O)NC1=C(Cl)C=NC=C1Cl
60142-96-3,CASRN,DTXSID0020074,Gabapentin,NCC1(CC(O)=O)CCCCC1
869357-68-6,CASRN,DTXSID50235986,AZD-8330,CN1C(=O)C(C)=CC(C(=O)NOCCO)=C1NC1=C(F)C=C(I)C=C1
1032823-75-8,CASRN,DTXSID501025666,"5-(((1-(3-(1-Methylethyl)-1,2,4-oxadiazol-5-yl)-4-piperidinyl)methyl)oxy)-2-(4-(methylsulfonyl)phenyl)pyridine",CC(C)C1=NOC(=N1)N1CCC(COC2=CC=C(N=C2)C2=CC=C(C=C2)S(C)(=O)=O)CC1
698387-09-6,CASRN,DTXSID70220132,Neratinib,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC(Cl)=C(OCC4=CC=CC=N4)C=C3)=C(C=NC2=C1)C#N
956697-53-3,CASRN,DTXSID501009335,Sonidegib,C[C@H]1CN(C[C@@H](C)O1)C1=NC=C(NC(=O)C2=C(C)C(=CC=C2)C2=CC=C(OC(F)(F)F)C=C2)C=C1
163253-35-8,CASRN,DTXSID70936807,"7-(7-Amino-5-azaspiro[2.4]heptan-5-yl)-8-chloro-6-fluoro-1-(2-fluorocyclopropyl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid--water (2/3)",O.O.O.[H][C@]1(F)CC1([H])N1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3C[C@@]([H])(N)C4(CC4)C3)C(Cl)=C12.[H][C@]1(F)CC1([H])N1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3C[C@@]([H])(N)C4(CC4)C3)C(Cl)=C12
124431-80-7,CASRN,DTXSID2040999,CGS 21680 Hydrochloride,Cl.CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(NCCC1=CC=C(CCC(O)=O)C=C1)N=C2N
211915-06-9,CASRN,DTXSID4057681,Dabigatran etexilate,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1
1234703-40-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1262036-50-9,CASRN,DTXSID70155117,LY-2886721,NC1=N[C@]2(COC[C@H]2CS1)C1=C(F)C=CC(NC(=O)C2=NC=C(F)C=C2)=C1
1258861-20-9,CASRN,DTXSID50154986,LY-2940680,CN(C1CCN(CC1)C1=NN=C(C2=CC=NN2C)C2=CC=CC=C12)C(=O)C1=C(C=C(F)C=C1)C(F)(F)F
1000669-72-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
161715-24-8,CASRN,DTXSID00167228,Tebipenem pivoxil,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SC3CN(C3)C3=NCCS3)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C
913358-93-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A
927880-90-8,CASRN,DTXSID601025871,1-Methyl-5-((2-(5-(trifluoromethyl)-1H-imidazol-2-yl)-4-pyridinyl)oxy)-N-(4-(trifluoromethyl)phenyl)-1H-benzimidazol-2-amine,CN1C(NC2=CC=C(C=C2)C(F)(F)F)=NC2=CC(OC3=CC(=NC=C3)C3=NC=C(N3)C(F)(F)F)=CC=C12
198481-33-3,CASRN,DTXSID3048657,Bazedoxifene acetate,CC(O)=O.CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1
147098-20-2,CASRN,DTXSID9045928,Rosuvastatin calcium,[Ca++].CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1.CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1
732302-99-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1137608-69-5,CASRN,DTXSID701027870,Telotristat etiprate,OC(=O)CNC(=O)C1=CC=CC=C1.CC1=NN(C=C1)C1=C(C=CC(Cl)=C1)[C@@H](OC1=NC(N)=NC(=C1)C1=CC=C(C[C@H](N)C(O)=O)C=C1)C(F)(F)F
120-97-8,CASRN,DTXSID1022922,Dichlorphenamide,NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O
328543-09-5,CASRN,DTXSID80186513,AG-14361,CN(C)CC1=CC=C(C=C1)C1=NC2=CC=CC3=C2N1CCNC3=O
1229236-86-5,CASRN,DTXSID20153789,Gandotinib,CC1=CC(NC2=NN3C(CC4=C(F)C=C(Cl)C=C4)=C(C)N=C3C(CN3CCOCC3)=C2)=NN1
1072833-77-2,CASRN,DTXSID701025662,Ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O
1201902-80-8,CASRN,DTXSID10152721,MLN 9708,CC(C)C[C@H](NC(=O)CNC(=O)C1=C(Cl)C=CC(Cl)=C1)B1OC(=O)CC(CC(O)=O)(O1)C(O)=O
940929-33-9,CASRN,DTXSID80678822,N-(3-Aminopropyl)-N-[(1R)-1-(3-benzyl-7-chloro-4-oxo-4H-1-benzopyran-2-yl)-2-methylpropyl]-4-methylbenzamide--hydrogen chloride (1/1),Cl.CC(C)[C@@H](N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=C(CC2=CC=CC=C2)C(=O)C2=C(O1)C=C(Cl)C=C2
1050500-29-2,CASRN,DTXSID30648510,4-Methylbenzene-1-sulfonic acid--N-(4-{3-chloro-4-[(3-fluorophenyl)methoxy]anilino}quinazolin-6-yl)prop-2-enamide (1/1),CC1=CC=C(C=C1)S(O)(=O)=O.FC1=CC=CC(COC2=C(Cl)C=C(NC3=NC=NC4=C3C=C(NC(=O)C=C)C=C4)C=C2)=C1
694433-59-5,CASRN,DTXSID50431926,SB-505124,CC1=NC(=CC=C1)C1=C(N=C(N1)C(C)(C)C)C1=CC2=C(OCO2)C=C1
166518-60-1,CASRN,DTXSID80168117,Avasimibe,CC(C)C1=CC(C(C)C)=C(CC(=O)NS(=O)(=O)OC2=C(C=CC=C2C(C)C)C(C)C)C(=C1)C(C)C
848942-61-0,CASRN,DTXSID50233942,Sapitinib,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=C(F)C(Cl)=CC=C3)C2=C1
929095-18-1,CASRN,DTXSID60239197,GSK-461364,C[C@@H](OC1=C(SC(=C1)N1C=NC2=C1C=C(CN1CCN(C)CC1)C=C2)C(N)=O)C1=CC=CC=C1C(F)(F)F
841290-81-1,CASRN,DTXSID80475212,R406,OS(=O)(=O)C1=CC=CC=C1.COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4)C=C3)=N2)=CC(OC)=C1OC
917111-44-5,CASRN,DTXSID10238675,Lexibulin,CCC[C@H](NC1=NC(=NC=C1C)C1=CC(OC)=C(NC(=O)NCC)C=C1)C1=CN=CC=C1
1025065-69-3,CASRN,DTXSID10647329,"N-[(1-Methylpiperidin-4-yl)methyl]-3-[3-(trifluoromethoxy)phenyl]imidazo[1,2-b]pyridazin-6-amine",CN1CCC(CNC2=NN3C(C=C2)=NC=C3C2=CC(OC(F)(F)F)=CC=C2)CC1
173334-58-2,CASRN,DTXSID601026205,Aliskiren fumarate,[O-]C(=O)\C=C\C([O-])=O.COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H]([NH3+])[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1.COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H]([NH3+])[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1
1174046-72-0,CASRN,DTXSID30657662,"N-{4-[(2-Amino-3-chloropyridin-4-yl)oxy]-3-fluorophenyl}-5-(4-fluorophenyl)-4-oxo-1,4-dihydropyridine-3-carboxamide",NC1=NC=CC(OC2=C(F)C=C(NC(=O)C3=CNC=C(C3=O)C3=CC=C(F)C=C3)C=C2)=C1Cl
1025687-58-4,CASRN,DTXSID70145275,Fostamatinib disodium,[Na+].[Na+].COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP([O-])([O-])=O)C=C3)=N2)=CC(OC)=C1OC
566-48-3,CASRN,DTXSID3034113,4-Hydroxyandrostenedione,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C
905586-69-8,CASRN,DTXSID60238201,AZ-960,C[C@H](NC1=NC(NC2=NNC(C)=C2)=C(F)C=C1C#N)C1=CC=C(F)C=C1
208255-80-5,CASRN,DTXSID00415519,"N-[N-(3,5-Difluorophenacetyl-L-alanyl)]-S-phenylglycine t-butyl ester",C[C@H](NC(=O)CC1=CC(F)=CC(F)=C1)C(=O)N[C@H](C(=O)OC(C)(C)C)C1=CC=CC=C1
366017-09-6,CASRN,DTXSID501026014,"1-(4-(4-((2-((E)-2-(4-(Trifluoromethyl)phenyl)ethenyl)oxazol-4-yl)methoxy)phenyl)butyl)-1H-1,2,3-triazole",FC(F)(F)C1=CC=C(\C=C\C2=NC(COC3=CC=C(CCCCN4C=CN=N4)C=C3)=CO2)C=C1
136572-09-3,CASRN,DTXSID60929485,Irinotecan hydrochloride trihydrate,O.O.O.Cl.CCC1=C2C=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O
1056634-68-4,CASRN,DTXSID801026049,N-(Cyanomethyl)-4-(2-((4-(4-morpholinyl)phenyl)amino)-4-pyrimidinyl)benzamide,O=C(NCC#N)C1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1
405554-55-4,CASRN,DTXSID001025861,"1H-Inden-1-one, 5-(2-(4-(2-(dimethylamino)ethoxy)phenyl)-5-(4-pyridinyl)-1H-imidazol-4-yl)-2,3-dihydro-, oxime",CN(C)CCOC1=CC=C(C=C1)C1=NC(=C(N1)C1=CC2=C(C=C1)C(CC2)=NO)C1=CC=NC=C1
1218779-75-9,CASRN,DTXSID80153427,Apatinib mesylate,CS(O)(=O)=O.O=C(NC1=CC=C(C=C1)C1(CCCC1)C#N)C1=C(NCC2=CC=NC=C2)N=CC=C1
348622-88-8,CASRN,DTXSID30431303,UK 383367,NC(=O)C1=NOC(=N1)[C@H](CCCC1CCCCC1)CC(=O)NO
870281-82-6,CASRN,DTXSID701007266,Idelalisib,CC[C@H](NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1
273404-37-8,CASRN,DTXSID901017651,"N-(4-Amino-3-chlorobenzoyl)-3-methyl-L-valyl-N-[(2R,3S)-2-ethoxytetrahydro-5-oxo-3-furanyl]-L-prolinamide",CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)C1=CC(Cl)=C(N)C=C1)C(C)(C)C
496775-62-3,CASRN,DTXSID80892349,Eltrombopag olamine,NCCO.NCCO.NCCO.NCCO.CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1
700874-72-2,CASRN,DTXSID00220362,Galunisertib,CC1=NC(=CC=C1)C1=NN2CCCC2=C1C1=C2C=C(C=CC2=NC=C1)C(N)=O
332012-40-5,CASRN,DTXSID70954809,"4-({[4-(4-Chloroanilino)furo[2,3-d]pyridazin-7-yl]oxy}methyl)-N-methylpyridine-2-carboxamide",CNC(=O)C1=NC=CC(COC2=NN=C(NC3=CC=C(Cl)C=C3)C3=C2OC=C3)=C1
74050-98-9,CASRN,DTXSID3023188,Ketanserin,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1
161796-78-7,CASRN,DTXSID90904644,Esomeprazole sodium,[Na+].COC1=CC2=C(C=C1)N=C(N2)[S@@](=O)CC1=C(C)C(OC)=C(C)C=N1
755038-65-4,CASRN,DTXSID901025694,Volasertib,CC[C@H]1N(C(C)C)C2=NC(NC3=CC=C(C=C3OC)C(=O)N[C@H]3CC[C@@H](CC3)N3CCN(CC4CC4)CC3)=NC=C2N(C)C1=O
914913-88-5,CASRN,DTXSID601026005,8-(1-Hydroxy-ethyl)-2-methoxy-3-(4-methoxy-benzyloxy)-benzo(c)chromen-6-one,COC1=CC=C(COC2=CC3=C(C=C2OC)C2=C(C=C(C=C2)C(C)O)C(=O)O3)C=C1
286930-03-8,CASRN,DTXSID00904655,Fesoterodine fumarate,OC(=O)\C=C\C(O)=O.CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C
856243-80-6,CASRN,DTXSID50459281,WP1130,CCC[C@H](NC(=O)C(=C\C1=NC(Br)=CC=C1)\C#N)C1=CC=CC=C1
935881-37-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
944396-07-0,CASRN,DTXSID50241486,Buparlisib,NC1=NC=C(C2=CC(=NC(=N2)N2CCOCC2)N2CCOCC2)C(=C1)C(F)(F)F
1009820-21-6,CASRN,DTXSID40143602,Silmitasertib,OC(=O)C1=CC2=C(C=C1)C1=C(C=CN=C1)C(NC1=CC(Cl)=CC=C1)=N2
989-51-5,CASRN,DTXSID1029889,(-)-Epigallocatechin gallate,OC1=CC(O)=C2C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC(O)=C(O)C(O)=C1
102518-79-6,CASRN,DTXSID8046038,Huperzine A,C\C=C1/[C@@H]2CC3=C(C=CC(=O)N3)[C@@]1(N)CC(C)=C2
90-33-5,CASRN,DTXSID8025670,4-Methylumbelliferone,CC1=CC(=O)OC2=C1C=CC(O)=C2
531-75-9,CASRN,DTXSID7045318,Esculin,OC[C@H]1O[C@@H](OC2=CC3=C(OC(=O)C=C3)C=C2O)[C@H](O)[C@@H](O)[C@@H]1O
29883-15-6,CASRN,DTXSID00897159,Amygdalin,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)C3=CC=CC=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
5508-58-7,CASRN,DTXSID3045980,Andrographolide,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H](C\C=C3/[C@H](O)COC3=O)C(=C)CC[C@H]12
520-36-5,CASRN,DTXSID6022391,Apigenin,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O
497-76-7,CASRN,DTXSID7040152,Arbutin,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
71963-77-4,CASRN,DTXSID7040651,Artemether,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4
88495-63-0,CASRN,DTXSID3042681,Artesunate,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(O)=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
491-67-8,CASRN,DTXSID2022389,Baicalein,OC1=CC2=C(C(O)=C1O)C(=O)C=C(O2)C1=CC=CC=C1
21967-41-9,CASRN,DTXSID701346569,Baicalin,[H][C@@]1(OC2=C(O)C(O)=C3C(=O)C=C(OC3=C2)C2=CC=CC=C2)O[C@@]([H])([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
477-90-7,CASRN,DTXSID4048141,Bergenin,COC1=C(O)C2=C(C=C1O)C(=O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]21
633-65-8,CASRN,DTXSID8024602,Berberine chloride,[Cl-].COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC
33570-04-06,Searched by Synonym: Found 0 results,N/A,N/A,N/A
331-39-5,CASRN,DTXSID5020231,"3,4-Dihydroxycinnamic acid",OC(=O)C=CC1=CC(O)=C(O)C=C1
327-97-9,CASRN,DTXSID3024786,Chlorogenic acid,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)C=CC2=CC(O)=C(O)C=C2)[C@@H]1O)C(O)=O
485-71-2,CASRN,DTXSID60883396,Cinchonidine,[H][C@@]1(C[N@@]2CC[C@H]1C[C@@]2([H])[C@H](O)C1=CC=NC2=CC=CC=C12)C=C
0118-10-5,CASRN,DTXSID6045082,Cinchonine,[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=C1C=CC=C2
64-86-8,CASRN,DTXSID5024845,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O
59865-13-3,CASRN,DTXSID0020365,Cyclosporin A,[H][C@@]1([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC1=O)C(C)C
485-35-8,CASRN,DTXSID00883395,Cytisine,O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12
552-66-9,CASRN,DTXSID00862180,"7,4′-Dihydroxyisoflavone 7-glucoside",OC[C@H]1O[C@@H](OC2=CC=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
71939-50-9,CASRN,DTXSID501021652,Dihydroartemisinin,[H]O[C@H]1O[C@]2([H])O[C@@]3(C)CC[C@@]4([H])[C@H](C)CC[C@@]([H])([C@H]1C)[C@@]24OO3
520-27-4,CASRN,DTXSID4045892,Diosmin,COC1=CC=C(C=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O
0461-05-02,Searched by Synonym: Found 0 results,N/A,N/A,N/A
518-82-1,CASRN,DTXSID5025231,Emodin,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1
471-53-4,CASRN,DTXSID9020669,Glycyrrhetinic acid,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O
485-72-3,CASRN,DTXSID4022311,Formononetin,COC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O
1135-24-6,CASRN,DTXSID5040673,Ferulic acid,COC1=C(O)C=CC(C=CC(O)=O)=C1
1405-86-3,CASRN,DTXSID8047006,Glycyrrhizin,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O
12542-36-8,CASRN,DTXSID901059687,Gossypol acetic acid,N/A
87-52-5,CASRN,DTXSID3058955,"1H-Indole-3-methanamine, N,N-dimethyl-",CN(C)CC1=CNC2=CC=CC=C12
84929-27-1,CASRN,DTXSID60274225,Vitis vinifera ext.,N/A
520-26-3,CASRN,DTXSID9044328,Hesperidin,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O
35354-74-6,CASRN,DTXSID30188845,Honokiol,OC1=C(CC=C)C=C(C=C1)C1=C(O)C=CC(CC=C)=C1
83-49-8,CASRN,DTXSID001018971,Hyodeoxycholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C[C@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
0700-06-01,Searched by Synonym: Found 0 results,N/A,N/A,N/A
520-18-3,CASRN,DTXSID7020768,Kaempferol,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
25389-94-0,CASRN,DTXSID1047524,Kanamycin A sulfate,OS(O)(=O)=O.[H][C@]1(O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@@]3([H])O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
525-79-1,CASRN,DTXSID9035175,Kinetin,C(NC1=C2N=CN=C2N=CN1)C1=CC=CO1
10030-85-0,CASRN,DTXSID801018668,Rhamnose monohydrate,O.C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
32854-75-4,CASRN,DTXSID90954503,"N-(2-{[(20-Ethyl-8,9-dihydroxy-1,14,16-trimethoxyaconitan-4-yl)oxy]carbonyl}phenyl)ethanimidic acid",[H][C@]12C[C@]3([H])[C@](O)([C@@]1([H])OC)[C@](O)(C[C@]2([H])OC)[C@@]1([H])C[C@@]2([H])[C@]33C1([H])N(CC)C[C@@]2(CC[C@]3([H])OC)OC(=O)C1=CC=CC=C1N=C(C)O
491-70-3,CASRN,DTXSID4074988,Luteolin,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1
528-43-8,CASRN,DTXSID0044076,Magnolol,OC1=CC=C(CC=C)C=C1C1=C(O)C=CC(CC=C)=C1
11013-97-1,CASRN,DTXSID7020841,Methyl hesperidin,COC1=C(OC)C=C(C=C1)[C@@H]1CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O
6202-27-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
0389-08-02,Searched by Synonym: Found 0 results,N/A,N/A,N/A
10236-47-2,CASRN,DTXSID6022478,Naringin,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O)C=C2)O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
20702-77-6,CASRN,DTXSID3025706,Neohesperidin dihydrochalcone,COC1=C(O)C=C(CCC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O)C=C1
13241-33-3,CASRN,DTXSID60927668,Neohesperidin,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC(O)=C(OC)C=C2)O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
0508-02-01,Searched by Synonym: Found 0 results,N/A,N/A,N/A
65-86-1,CASRN,DTXSID0025814,Orotic acid,OC(=O)C1=CC(O)=NC(O)=N1
0484-12-8,CASRN,DTXSID20197507,Osthol,COC1=C(CC=C(C)C)C2=C(C=CC(=O)O2)C=C1
16837-52-8,CASRN,DTXSID40937482,Oxymatrine,[H][C@]12CCCN3(=O)CCC[C@]([H])([C@@]4([H])CCCC(=O)N4C1)[C@]23[H]
552-41-0,CASRN,DTXSID1022059,2'-Hydroxy-4'-methoxyacetophenone,COC1=CC=C(C(C)=O)C(O)=C1
20554-84-1,CASRN,DTXSID2040579,Parthenolide,CC1=CCC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1
94-62-2,CASRN,DTXSID3021805,Piperine,O=C(\C=C\C=C\C1=CC=C2OCOC2=C1)N1CCCCC1
